"text","val"
"Waqt Bura Nahi Hota Bs Kuch Log Waqti Hoty Hai. ","negative"
"Mohabbat Akhri Saans Tak\nIntezaar kar Sakti Hai.. ","negative"
"kitni ajeeb hai gunnahOn ki justaju,\nNmax bhi jaldi mai prhty hain phr xy Gunnah krny k liye ! ","negative"
"RT @ZaaraSana: Yeh drama hasata kam hai aur  rulata zyada hai.. mene nahin dekhna bas.  #MannMayal","negative"
"RT @ZaaraSana: Yeh drama hasata kam hai aur  rulata zyada hai.. mene nahin dekhna bas.  #MannMayal","negative"
"@nowme_datta the content between the brackets though  utna dimaag toh hai aapke followers mein!","negative"
"RT @ZaaraSana: Yeh drama hasata kam hai aur  rulata zyada hai.. mene nahin dekhna bas.  #MannMayal","negative"
"Yeh drama hasata kam hai aur  rulata zyada hai.. mene nahin dekhna bas.  #MannMayal","negative"
"Hai Awak :D Awak Baik Kan ? :( Tolong Buat Close Friend Dekat Saya :v Saya Dah Buat Dekat Awak  Kbye #Tolong Buat Close Friend","positive"
"@Its_Mallah \n\nAbhi to Nadia online hwii hai  😁😁😄","negative"
"@styles945 ma è dalla prima volta che dai là chat. In Dylan che ci provo ma non mi hai mai notato quindi ","negative"
"@RazzaqOfficial Razzaq Bhai 31 March Ko Mra Birthday Hai  U wish me ","negative"
"yahan kay logon ka koi #ضمیر nhi hai ....\npal mai tola or pal mai masha...... ","negative"
"@xoxohailee hbd hai, have the best day ever, love you to the moon &amp; back 😻miss u so much!! &amp; I have no pics of us on my new phone ","negative"
"Say ""Hai"" Bisa kali  @Teens_Livia","negative"
"@PerennialAutumn : okay. Az u like .. Sorry 4 interference. Pak soldierz se dar lagta hai, pata nhi kis baat pe ghussa ho jaen.  @Yulghar","negative"
"RT @KashiKiBaaten: Wo bachpan tha jab shaam howa karti thee\nAb tu subah kay baad seedhi raat hujati hai ","negative"
"Hai kak laksi! — hai  https://t.co/RiBUzYsHnl","negative"
"RT @TheSaqlain_: @SakshiRMishra Haaye 😍 Kaun hai voh zaalim jisne tumhe hurt kiya ","negative"
"@MildlyClassic tanu weds manu ka dialogue hai (","negative"
"@TheSRK219 @FanTheFilm @Yepmedotcom @iamsrk Aisi kismat? mera to nehi hai ","negative"
"mi hai illuso per tutto quel tempo   https://t.co/0ChMANYbXv","negative"
"RT @Supporteens_JMB: Say ""Hai"" Bisa kali  @Teens_Yori","negative"
"@talalb35 haan wese bat tou sai hai (","negative"
"@haniyayy koi lame nhi hota, sb ka humour different hota hai ","negative"
"RT @Supporteens_JMB: Say ""Hai"" Bisa kali  @Teens_Yori","negative"
"@SakshiRMishra vo...vo hai 💕 :p hope dekh raha ho n...samaj sake wat u wanna say (","negative"
"Say ""Hai"" Bisa kali  @Teens_Yori","negative"
"@iPerfection01 \nHaan WO apne Baal bade chote bhi baar baar kr RHA hai alag alag roles ke liye ","negative"
"True Hai vai.  https://t.co/gm0yGSGnj1","negative"
"RT @aadarshless: @WardaDotDot nahi yaar twitter par celebrity aik gaali hai mat dou ye gaali humko warda ","negative"
"@WardaDotDot nahi yaar twitter par celebrity aik gaali hai mat dou ye gaali humko warda ","negative"
"@dilmil_singh Bloody kya cool hai hum 3 destroyed that song for me  \rSee how deep context a 'longing' song culd hv!! Nadan darindey.....;)","negative"
"@BhokalTweet dard khud ka hota hai. Zindgi ki practicalities mohabbat ko khatm kar deti hain. Us bewafa ko daya nahi aati ","negative"
"@SakshiRMishra Haaye 😍 Kaun hai voh zaalim jisne tumhe hurt kiya ","negative"
"@AhmadS_SAfridi Haan na Shukr hai ... Mgr uske baad khuch nai mila  :p","negative"
"@nalaiykdactar theek he hai ","negative"
"@_Gimmepizza 3 saal se yehe hai (","negative"
"@RJMLL @mj_zulueta @BoliverAngelica @MarinaBenipayo @MeMicayalyn @DawnZpost @1richardgomez1 hai guys ...haisst..busy pa rin sa thesis  ;(","negative"
"@FatimaNaeemm ( 3 saal se wahi hai","negative"
"Say ""Hai"" Bisa kali  @Teens_Abel","negative"
"@ShazooQureshi yaar theek hai ","negative"
"@fahiraidris hai Uni nya akuuuuuuh.. Uni jgn begadang mulu donk, Uni harus jaga kesehatan, kerjaan Uni kan banyak. Aku gak mau Uni sakit ","negative"
"RT @fymarkjin: Cảm thấy sợ hãi môn toán vl ((((((","negative"
"Cảm thấy sợ hãi môn toán vl ((((((","negative"
"RT @UnaVitaAcacias: Brutto, davvero brutto il periodo che arriverà per gli Alvarez-Hermoso!  https://t.co/skzDjeQEMO\n#unavita #acacias @A…","negative"
"RT @Supporteens_JMB: Say ""Hai"" Bisa kali  @Teens_Kikies","negative"
"@AisaBiHotaHy mujhe mil nhi rhy notes jin ka parhana hai ","negative"
"@CarlottaFerlito ne hai saputo qualcosa,vero carly? ❤️ https://t.co/VvDg71k5v3","negative"
"@ImNain_ bechara baal dekh k rohansa ho gaya hai ","negative"
"Mujhe office nahi jaana hai. ","negative"
"@jayyvenk @Lakshmila_  ab toh aisa lag ra hai ki kal Hi vanvaas ho jaega..oh my dear little heart can't stand it.. ","negative"
"@silkeesbhatt arey humne bnaya par sabudana tut gya hai ","negative"
"@ThomasHvV Hai, ik wil zo graag je interview met Kool Keith teruglezen, maar ik kan m niet vinden  Heb jij nog een link?","negative"
"I just want to go to sleep ","negative"
"Say ""Hai"" Bisa kali  @Teens_Adel","negative"
"RT @UnaVitaAcacias: Brutto, davvero brutto il periodo che arriverà per gli Alvarez-Hermoso!  https://t.co/skzDjeQEMO\n#unavita #acacias @A…","negative"
"RT @UnaVitaAcacias: Brutto, davvero brutto il periodo che arriverà per gli Alvarez-Hermoso!  https://t.co/skzDjeQEMO\n#unavita #acacias @A…","negative"
"RT @saqiboo7: Apni Halat Ka Bhi Andaza\nNahi Mujh Ko..*\n\n\n\nOron Se Suna Hai K Ujar Geya\nHn Main...*","negative"
"Apni Halat Ka Bhi Andaza\nNahi Mujh Ko..*\n\n\n\nOron Se Suna Hai K Ujar Geya\nHn Main...*","negative"
"@AddictedMSdian I had fever today:-( :-( \nBut Now Alhamdulilah I am fine:-) :-) \nAnd feeling much better\nAllah ka shukar hai..","positive"
"RT @im_sirazkhan: Ham kisi se pyaar tab\nhe kar sakte hai..\nJab ham apne aap se\nkarna chod de.. (","negative"
"@ArhamSays haan wo tou hai ","negative"
"Ham kisi se pyaar tab\nhe kar sakte hai..\nJab ham apne aap se\nkarna chod de.. (","negative"
"Hum Wohi Hain,\nZara Bas Thikana Badal Liya Hai\nTere Dilse Nikal Kar,\nAb Apni Aukat Me Rehte Hain..!\n#crY  — feeling low","negative"
"RT @BehanHunTeri: Wo mujhe ab mil hi nahi rhy wo walay notes jo mujhe parhne hain \nYe hota hai phr parhne ka jab mood buna lo :/","negative"
"@WithDueRespct haar na hi hai ","negative"
"KoI hAi KyA jO eS jAgA kO fiL krY??? ;(  https://t.co/NwKmFet3Tx","negative"
"Hai sojit! Jangan ngalong terus  https://t.co/FxbAnGhNHC","negative"
"RT @BehanHunTeri: Wo mujhe ab mil hi nahi rhy wo walay notes jo mujhe parhne hain \nYe hota hai phr parhne ka jab mood buna lo :/","negative"
"@MarieyJay @azroulamrie hai yumpppp bila nak dtg sini ","negative"
"Say ""Hai"" Bisa kali  @Teens_Paulina","negative"
"@being_danish_ mujhe tang kia hua hai bolti hai mai salman khan hu fake i.d hai meri ","negative"
"Brutto, davvero brutto il periodo che arriverà per gli Alvarez-Hermoso!  https://t.co/skzDjeQEMO\n#unavita #acacias @Aalda0 @Hugh_Me_Niall","negative"
"RT @NH_Infinity8_LT: Hai un Niall?\nNo, ok.. scusa. Mmh, capisco  https://t.co/FhxENgpRzt","negative"
"@S_A_R_A_2013 \n\nhaha fantastic \nOK best frnds forever :D\n\nBut dukh ye baat ka hai family se gareeb nhi hun as a individual gareeb hun  :/","negative"
"Hai @BukuFixi... Kenapa bab baru Cari dengan Comolot je yang boleh baca kat Wattpad tu? Yang lain lain kenapa tak boleh? (((","negative"
"@being_danish_ subha se messages karke pareshan kiya hua hai kehti hai ke mai Salman khan hu ","negative"
"Bang anterin aku ke tempat temen ya | iya /anterin/ [gua kira kerja kelompok, taunya...] | hai sayang, ini abang aku | pacar mana pacar ","negative"
"@_Sequestered_ aaj kal man me jhaank ke kon ladki dekhti hai ","negative"
"@shantanugrwl Sir, Leap toh confirm hai :( bas ek chhoti si wish hai ki leap se pehle sushim ki smile aur evil smirks dikh jaye.. Please ","positive"
"RT @ShubhamLove0: @Banarasi8 kambhaqt sav ko Sunny Leone follow krr ri hai or apun ko Nana patekarr ","negative"
"Wo mujhe ab mil hi nahi rhy wo walay notes jo mujhe parhne hain \nYe hota hai phr parhne ka jab mood buna lo :/","negative"
"RT @Supporteens_JMB: Say ""Hai"" Bisa kali  @Teens_Shieren","negative"
"@Banarasi8 kambhaqt sav ko Sunny Leone follow krr ri hai or apun ko Nana patekarr ","negative"
"@ecchigency hai pinky avail kan? Mau ganchar format reverif gimana ya? ","negative"
"RT @Supporteens_JMB: Say ""Hai"" Bisa kali  @Teens_Shieren","negative"
"muje bhi cake khana hai \ntemptation","negative"
"@Sahibaliscious niband likhva do  @UPSeHu aap kahe pichhe hat rhe likh do aapke liye word limit muaf hai :P","negative"
"Hai kak fuji dan kak rifqo admin @Telkomsel aku udah coba *363# maupun ketik FLASH OFF tetap gabisa   ","negative"
"Zindagi jub mayoos hoti hai\ntabi mehsoos hoti hai ","negative"
"Say ""Hai"" Bisa kali  @Teens_Shieren","negative"
"RT @NH_Infinity8_LT: Hai un Niall?\nNo, ok.. scusa. Mmh, capisco  https://t.co/FhxENgpRzt","negative"
"RT @Aaroncallgdr: HAI RAGIONE, SOLO CHE SONO IMPEGNATO IN QUESTI GIORNI. https://t.co/zKHNJ6oGh4","negative"
"@Saramikj noooo  come varicella? Tu l'hai avuta?","negative"
"Am i the only one jo bilkul feeling less sa ho gaya hai?? ._.\nKisi bhi chiz ka fark hi nahi padta .. \n.","negative"
"@BhooriAankhe kal ka mushkil hai aaj aik Q aaata tha ghalat likh ker aagaya ","negative"
"RT @NH_Infinity8_LT: Hai un Niall?\nNo, ok.. scusa. Mmh, capisco  https://t.co/FhxENgpRzt","negative"
"@MiishNottyAna koi miss nahi karta isliye khud se baat karni padti hai ","negative"
"Say ""Hai"" Bisa kali  @Teens_Kikies","negative"
"@braocean (( hai preso i biglietti? comunque sono stra contenta per te sob","negative"
"@jinwuo hai kamu  ga pernah bales mt aku ya","negative"
"HAI RAGIONE, SOLO CHE SONO IMPEGNATO IN QUESTI GIORNI. https://t.co/zKHNJ6oGh4","negative"
"RT @NH_Infinity8_LT: Hai un Niall?\nNo, ok.. scusa. Mmh, capisco  https://t.co/FhxENgpRzt","negative"
"RT @AIDAPAIRIN: Hai-ll,Sya sGat-ll m'gaNtuk.. (","negative"
"RT @NH_Infinity8_LT: Hai un Niall?\nNo, ok.. scusa. Mmh, capisco  https://t.co/FhxENgpRzt","negative"
"RT @NH_Infinity8_LT: Hai un Niall?\nNo, ok.. scusa. Mmh, capisco  https://t.co/FhxENgpRzt","negative"
"RT @NH_Infinity8_LT: Hai un Niall?\nNo, ok.. scusa. Mmh, capisco  https://t.co/FhxENgpRzt","negative"
"Hai un Niall?\nNo, ok.. scusa. Mmh, capisco  https://t.co/FhxENgpRzt","negative"
"@vinaykr21345253 sahi hai ","negative"
"RT @HedwigRabeeya: @subhanaziz3 idher bhi yhi kuch surat e haal hai ","negative"
"@subhanaziz3 idher bhi yhi kuch surat e haal hai ","negative"
"hai hehe. ampun myungsoo ampun.  https://t.co/uUvuz1DtSN","negative"
"Say ""Hai"" Bisa kali  @Teens_Fannie","negative"
"@beingsalmanfaz sad kisi se nahi mili  Ab to aap hi sahara ho, kamyabi to aapke naam se hai Faiza the victorious 😍","negative"
"RT @Supporteens_JMB: Say ""Hai"" Bisa kali  @Teens_Rika","negative"
"@Hyper_Bandi @zero_charismaaa \nI want this for me so bad \nBohat zyada pyara hai yaar","negative"
"APna Dard Khud Tak Rakhna He Behtar Hai...!!! \nLoG to BusS Tamasha Banaty Hai..!!!N.k :'(\n\n#ASh ","negative"
"@ayusdw_ hai lagunya ngga masuk playlist kami  lagu lain ya","negative"
"She: Ok f9 ! I will talk \n2 u 2ni8, w8 for my call.\n\nMe: Yaa toh urdu bol yaa\nEnglish, Maths kiyun bol rae\nhai?\n","negative"
"Say ""Hai"" Bisa kali  @Teens_Rika","negative"
"@HarishBari Peshwa Pure Veg hai ","negative"
"hai zaraaa\naku salut banget sama kamu meskipun di judge tapi … — kalo suka tembak dong jangan digantung gini....  https://t.co/vPiRYIrfZo","negative"
"Anees KaimKhani kuch bolta he nahi hai. ","negative"
"Vimaan mein madira peena mana hai ","negative"
"Ghar ki renovation karwana bhi ik azaab hai  subah 9 bajay say books pack kar rai hun. Tauba. I didn't even know half of these existed.","negative"
"@Srksfanboy111 HUM NE SUNA HAI KJO KI WIFE HAI SRK SIR  @SRKian_Cena @TigerAzmi201 @SRKswarrior1 @SKsCombatant @being_tiger_","negative"
"@gccdess Baru juga on \n\nhai Cessa¿","negative"
"Mohabbat Akhri Saans Tak\nIntezaar kar Sakti Hai.. \n\n#Basit_Baba","negative"
"@OLoqu walaikumassalaam... Koshish  kr rhe hain TARAQIYAATI kaam tezi se ho rha hai ","negative"
"Nahi karo Dr.Sagheer mjhe bohat Rona aa raha hai. ","negative"
"Khuch larkiyaan itni khoobsurat hotien hain k\nDil khud kehta \n"" Chor de bhai teri Range se bahir hai "" :-(  :-)  :-)","positive"
"RT @iHrahil: @SRKswarrior1 @SKsCombatant @being_tiger_ lulia hai #badluck  https://t.co/YafJyM713w","negative"
"@sica_fica @FTI_SooJung @nhamjax @_eunhagfd @xorapcy @cenyeoz @eunbiyaw @kisctl hai kakak (","negative"
"@FTI_SooJung @sica_fica @nhamjax @_eunhagfd @xorapcy @cenyeoz @eunbiyaw @kisctl hai kakak ((","negative"
"@_MagliaNera_ invece di berla con lui lo hai cucinato a tradimento ","negative"
"@SRKswarrior1 @SKsCombatant @being_tiger_ lulia hai #badluck  https://t.co/YafJyM713w","negative"
"@_ThatNarcissist sach hai ","negative"
"Hai mbuuuuy. Pap dung — Nih lagi enak bobo difotoin, dasar paparazi  https://t.co/jK2joEUf8g","negative"
"Hai mbuuuuy. Pap dung — Nih lagi enak bobo malah difotoin, dasar paparazi  https://t.co/jK2joEUf8g","negative"
"Janamm janamm janamm hai telifon ku jahanamm, kasam tue hei kassamm dahh boleh buat perkasamm. ","negative"
"#Pyar_vagera_sab_dhokaaa_hai !! \n\n&lt;3 󾮛󾮜 󾌹 — feeling sad","negative"
"@twilightfairy hai! it'll be over by the time i get there next week. i really want the herbs.  they are hazar expensive here specially","negative"
"@xkaticlover scusami, dove l'hai vistooo? io non lo trovo ","negative"
"@FatimaNaeemm Lekin sharmana hi kio hai ","negative"
"@LoveKaiDO hai mak lama tak bersua denganmu ","negative"
"@BarunSobtiSays no tweets.. Itna busy hai kya nannav...?? I love u dammit... ","negative"
"Emmmdapnyaaa kopi Hai Peng awaaaaa naakkkkk ","negative"
"Twitter pe koi bhi mere sath ka nae siwaaye Irtiza kay, aur woh bhi kambakht age mein barra hai (","negative"
"@MuhammadWasim77 @faizanlakhani @mak_asif Buhut Zayadti Hai Ye Boss ","negative"
"RT @Vinutha2403: Human? Resource? Development? Minister ?! Smriti madam toh kisi bhi angle mein human ko bachaane wali nahin lagti hai \n#…","negative"
"Kuch Swapna Swapna Hi Reh Jata Hai..  https://t.co/ox3eQAT18m","negative"
"@RoflGandhi_ opposition ka agenda hai.. \n\nFeeling sorry for the family ","negative"
"@MG_KYR89 hai sayang. \nKamu inget aku kan? (\nAku new uname loh &lt;3","negative"
"Ae dil kise ki yad me hota hai khawar kyo ","negative"
"@ravishndtv Itni machhliya mar gayi..ab duniya mein sirf kanhaiya to nahi hai na discussion ke liye..dukhi kar diya apne to ","negative"
"@ibnkhabar kuch dono se hamare desh me bahut si apriya ghatnae ho rhi hai vahut dukk ki baat hai ","negative"
"lagta tha @KishwerM achi hai par ab hate u  https://t.co/7UVBQdEh90","negative"
"Har koi keh deta hai 'mar jao' \n","negative"
"Hai @AirAsiaId , website nya lagi down ya? Daritadi mau booking timeout mulu ","negative"
"ahaha bisa jadi :D тнαηкѕ yaa folback? RT @S00JKR: @psy_hyomin hai?! welkam family, kok mau masuk family sih? dipelet sama adminnya ya/g","negative"
"@Ashiot Han yaar.. Katraj lake ka ek story bhi kiya tha humne. \nBut didn't know about Pashan lake  Wahan bhi yehi haal hai kya?","negative"
"RT @Vinutha2403: Human? Resource? Development? Minister ?! Smriti madam toh kisi bhi angle mein human ko bachaane wali nahin lagti hai \n#…","negative"
"@osamawahid23  nhae aesaw nhae hai yr ","negative"
"@ssiyeorn hai?! welkam family, kok mau masuk family sih? dipelet sama adminnya ya/g","negative"
"@psy_hyomin hai?! welkam family, kok mau masuk family sih? dipelet sama adminnya ya/g","negative"
"RT @Vinutha2403: Human? Resource? Development? Minister ?! Smriti madam toh kisi bhi angle mein human ko bachaane wali nahin lagti hai \n#…","negative"
"RT @InfoUnivTelkom: Hai AnakTelkom! Selamat siang, jangan lupa makan siang ya. Makan siangnya sama siapa? Jangan bilang sendiri  https://…","negative"
"RT @Vinutha2403: Human? Resource? Development? Minister ?! Smriti madam toh kisi bhi angle mein human ko bachaane wali nahin lagti hai \n#…","negative"
"Taskin Ahmed soch raha hoga, meri kyu maar rahe hai ye sab. Uski maaro jisne photoshop karke wo photo banaaya  \n\n😂","negative"
"@chitralekhamag Bhai, ye ""Saas Bhi Kabhi Bahoo Thi"" wali Tulsi nahi thi. Ye Smriti Irani thi jo Parliament ki member hai   @smritiirani","negative"
"Belum terlalu bagus  Hai @LeoniOktavia https://t.co/gXX9WQ6ygH","negative"
"RT @its_belladonna: Crush plz unblock me  abhi maine dunya main dekha hi kya hai","negative"
"RT @AlyaNazz: Mujhse kehti hai tere saath rahungi...........mujhse bohat pyaar krti hai...........meri udaasiii........ https://t.co/FiEn…","negative"
"RT @Vinutha2403: Human? Resource? Development? Minister ?! Smriti madam toh kisi bhi angle mein human ko bachaane wali nahin lagti hai \n#…","negative"
"RT @Vinutha2403: Human? Resource? Development? Minister ?! Smriti madam toh kisi bhi angle mein human ko bachaane wali nahin lagti hai \n#…","negative"
"RT @shalutaneja45: Ladki hona koi Aasan Baat nahi Hoti  Aadhe Khawab Apne Dil me hi Dafnane Padte Hai   https://t.co/OB9cATXYAc","negative"
"RT @Vinutha2403: Human? Resource? Development? Minister ?! Smriti madam toh kisi bhi angle mein human ko bachaane wali nahin lagti hai \n#…","negative"
"@FasterMK jo bhi hai..mere liye to jallad hai.. dekho follower count \nhttps://t.co/Bw0bJhyOrW","negative"
"RT @Vinutha2403: Human? Resource? Development? Minister ?! Smriti madam toh kisi bhi angle mein human ko bachaane wali nahin lagti hai \n#…","negative"
"RT @Vinutha2403: Human? Resource? Development? Minister ?! Smriti madam toh kisi bhi angle mein human ko bachaane wali nahin lagti hai \n#…","negative"
"RT @Vinutha2403: Human? Resource? Development? Minister ?! Smriti madam toh kisi bhi angle mein human ko bachaane wali nahin lagti hai \n#…","negative"
"RT @Vinutha2403: Human? Resource? Development? Minister ?! Smriti madam toh kisi bhi angle mein human ko bachaane wali nahin lagti hai \n#…","negative"
"Human? Resource? Development? Minister ?! Smriti madam toh kisi bhi angle mein human ko bachaane wali nahin lagti hai \n#SmritiHitandRun","negative"
"@Nnidhisin @vyas_sumeet Please you two come to Indore to promote PR na.  Micky bhaiya ka toh ghar bhi Indore mein he hai. ","negative"
"RT @its_belladonna: Crush plz unblock me  abhi maine dunya main dekha hi kya hai","negative"
"@MeeratTariq1 kya agree.. naa insaafi hai ye hum ladko ka kya hoga ab idhar.. ","negative"
"@SuqainaTulAbiha Yaar me kisi prb me tha toh maang nhi saka tumse aur exams horahe hai toh laga busy hogi tum  @WardaDotDot @Wackytacky00","negative"
"sabuu malaii birsiyau hai... ","negative"
"RT @its_belladonna: Crush plz unblock me  abhi maine dunya main dekha hi kya hai","negative"
"RT @its_belladonna: Crush plz unblock me  abhi maine dunya main dekha hi kya hai","negative"
"Crush plz unblock me  abhi maine dunya main dekha hi kya hai","negative"
"@WaseemBadami apko pata hai ap Dubai gaye hum ny apko kitna miss kia ","negative"
"Mujay saturday ko kia tha last workout tb ka hai  https://t.co/qYJp7gpshL","negative"
"hai?","negative"
"@SumeraBalouch i don't know. Just do it. Please. Mera paper hai 4 bje ","negative"
"@RomaIsrani @SRKsCombatant Ye tumhari bahat care karta hai na phir tum itne rulane wale tweets kyu karte ho ","negative"
"@JIHY0TWICE hai syg ","negative"
"Yha sab dukhi aatmaae hi hai kya? Koi bhi khush nhi ","negative"
"hai @SLintang_JKT48 kemana kah dirimu \nku kgn ","negative"
"Hai dirimu sahabatku. Apa kabar kamu sekarang? kangen tau  😌","negative"
"Bus yaad yaad yaad bus yaad reh jaati hai ","negative"
"@kitAnurag @kronosVB mera to second hand ka bhi aukat nahi hai... ","negative"
"RT @adhoripiyaas: Tum nahi jante dukh insaan ki bunyaad hila deta hai...!!   https://t.co/w6BATW1feI","negative"
"@katochsmriti @crazyyybird Emir sad and lost  gonna be unbearable!! pata hai ajib mystry lgta hai ye serial..strange sensations","negative"
"RT @LeMePakistani: Suqaina ignore kr rhi hai ","negative"
"Saamne samandar hai, mausam bhi awesome horaha hai, per jaa nai sakte ","negative"
"@soocjurng hai adinda, apa kabar? ","negative"
"@ruudyroon but mujhe sirf tera photoshopped wala sundar thopdra dekhna hai na.\nNot on Snapchat na ","negative"
"@secolourbano @AgostinisV @marcoparlatini @Vittorio_Rizzi @Arik27Giovanni @danielhazan quindi se hai finito argomenti sfotti? Che miseria.","negative"
"@hanasheikh418 yr achanak gayb ho gaye yeh tu kaha reh gaye yr mujhe dar lag raha hai kaha chale gaye ","negative"
"@hanasheikh418 yr dekhu na subha se nikle hoye hai yah kisi kaam me busy hai aaj bhi keshav kithna dur kardiya hai in kaamo ne in ko yr ","negative"
"Hai min @InboxSCTV_ Kpn Inbox main ke Station Rawa badak? Lapangan luas lhoo","negative"
"RT @HudahMalik: Ab tu Gheron sy Mera Hall \nPocha Jata hai yahi \nDard e dil mery dil \nKo Rulata Hai......","negative"
"hai,pap untuk aku dong —  https://t.co/Ry7B9sIsHT","negative"
"Ek to ic web page ne bara tank kar rakha hai g ","negative"
"@XLCare hai, saya baru daftar quota 15gb.. tapi kok QOSnya cuma 10kbps ya \nbisa bantu saya cek dimana salahnya? hp sudah support 4G","negative"
"Tu non mi hai risposto ..( @enzobeaconf https://t.co/ACaB0732ID","negative"
"@twctzuys hai?! welkam family, kok mau masuk family sih? dipelet sama adminnya ya/g","negative"
"THỨ HAI!!!  Chơi game còn chả muốn nữa! https://t.co/wzL2x3IwUy","negative"
"@xxjjwwwx hai?! welkam family, kok mau masuk family sih? dipelet sama adminnya ya/g","negative"
"@svttmgy hai?! welkam family, kok mau masuk family sih? dipelet sama adminnya ya/g","negative"
"@missA_JjiaM hai?! welkam family, kok mau masuk family sih? dipelet sama adminnya ya/g","negative"
"@cenqxiao hai?! welkam family, kok mau masuk family sih? dipelet sama adminnya ya/g","negative"
"Yr Kya yar.\nAb 4/4 aik mazaak hi lagta hai. ","negative"
"RT @AlyaNazz: Mujhse kehti hai tere saath rahungi...........mujhse bohat pyaar krti hai...........meri udaasiii........ https://t.co/FiEn…","negative"
"..composed By Biyaa khan..\nIk shaqs Hai Meri...\n\nLa hasil Mohabbat La Hasil Khuahish or La Hasil Tamanna...  ","negative"
"hai yup kangen  @Cindvia_JKT48","negative"
"@Mumlilgirl mera bhi hai ( ab krungee😹😹","negative"
"hai bilhae masih kah anda menjadi chingu??? — jadi temennya siapa?  wkwkwk https://t.co/BztjjxgVQ9","negative"
"@Shahidmasooddr Dr sb ye kia hai ap kahtay hain ab koi deal nahi hoge adaltain azad hain... ab ye kia hai ","negative"
"#پاکستانی_جملے\nBHUTO AAJ B ZINDA HAI ","negative"
"@crazyyybird @katochsmriti @sarakif65 huhuhuhu..but cagatay  kyaaaa hogaaaa abb?? aur the worstt part end sequence bohtt ghatiyaa hai","negative"
"Hai AnakTelkom! Selamat siang, jangan lupa makan siang ya. Makan siangnya sama siapa? Jangan bilang sendiri  https://t.co/D5KWDA7eFE","negative"
"Hai @PSMnews , ngetwit mki min. Manajemen sekrangg nda bisa bikin twitter kayaknya ","negative"
"@hai_p1213 営み中でもバカやってそうだなぁって思う;∩´﹏`∩):;","negative"
"RT @ImAsifJatt: Sath Tera Manga Hai, Zindagi Bhar K Liye...\nGunnah-e-Kabeera Koi, Kiya Tw Nh Mai Ny..!! ","negative"
"Sath Tera Manga Hai, Zindagi Bhar K Liye...\nGunnah-e-Kabeera Koi, Kiya Tw Nh Mai Ny..!! ","negative"
"jo bat hai  https://t.co/5LTua4Rb7F","negative"
"@WeeklyChris *sighs* honestly I don't know ","negative"
"Menyapa 'hai' menunjukkan belom ikhlas hahaha padahal yang disana biasa aja ga kehilangan sedikitpun  #suuujooooon","negative"
"RT @justicearnab: Here bhakt admits that modi ji bakwas karte hai. :-(  https://t.co/zD3HuNba8U","negative"
"@AkshayMallik17 @shweta82112 Bhai kal history hai.. 12 ka board ","negative"
"RT @sanat397: @RajeshTamret  bhai apka bhai late lateef hai ... padhne m deir lagataa \n@RituRathaur @SudarshanNewsTV","negative"
"Ab Udas Phirty Ho Sardion Ki Shamo Mein\n\nISs Trha To Hota HaI Is TArha Ky Kamo Mein ","negative"
"Hai Awak :D Awak Baik Kan ? :( Tolong Buat Close Friend Dekat Saya :v Saya Dah Buat Dekat Awak  Kbye #Tolong Buat Close Friend","positive"
"Nda mau hai   https://t.co/0fuj2ALPb0","negative"
"RT @Kaulamon: @rj_kabir yaar ji tusi best the #heena to mr.s pakkau lagti hai :/ kyaa yaar aap fir join kar lo na mid night wala show ","negative"
"@PositiveLad oh hai. 2.30 here, not that I'm being competitive (but if I were, I'd be winning) ","negative"
"Maine 5 saal me 90k Tweets kiye hai ","negative"
"RT @syedfarhaj4: Ek bat kahun \nUsay mat kehna \nWo bohot yad aataa hai ","negative"
"RT @yeojril: @fxcha  hai ayanq inget pamey ga? missyousomuchmuchmuch {} ,kuy chatan lagi ","negative"
"Hai @w_ratiih ,saya hanya mengandalkan wifi sekarang ","negative"
"RT @yeojril: @ikonfabs  hai ayanq inget pamey ga? missyousomuchmuchmuch {} ,kuy chatan lagi ","negative"
"RT @FunySmsPK: Aaj Aayi Hai Meri Yaad Ussey\nZaroor Kisi Ne Thukraya Ho Ga \n\n@FunySmsPK","negative"
"@_hai_iro 描いて欲しいでふ_´ `」 ∠):_ https://t.co/zD7nBdoTU3","negative"
"Ek La_Haasil . .\nAarzu Thii Magr. .\n'\n'\nSaneha Yeh Hai K Ab Aarzu Bhii Nhii. . . .\n  \n\nJaunElia!#\n#MS7! &lt;3","negative"
"Aaj Aayi Hai Meri Yaad Ussey\nZaroor Kisi Ne Thukraya Ho Ga \n\n@FunySmsPK","negative"
"yaar college jana hai ","negative"
"@TarekFatah humare dusman bahut lucky hai unke pas @_sabanaqvi jaise log hai. Jo jis thali mein khate ho,usi mein ched karta hai. Sad ","negative"
"RT @yeojril: @yeojsm  hai ayanq inget pamey ga? missyousomuchmuchmuch {} ,kuy chatan lagi ","negative"
"Itna time tu khana bana nay may nahi lagta jitna chicken ko saaf karnay may lag jata hai ","negative"
"hai ","negative"
"@cistephani hai sayange inget pamey ga? missyousomuchmuchmuch{} ,kuy chatan lagi ","negative"
"@jsj0ur hai sayange inget pamey ga? missyousomuchmuchmuch{} ,kuy chatan lagi ","negative"
"@chsehunf hai sayange inget pamey ga? missyousomuchmuchmuch{} ,kuy chatan lagi ","negative"
